State;Location;Date Posted;Date Collected;Sample Type;Unit;Ba-140;Co-60;Cs-134;Cs-136;Cs-137;I-131;I-132;I-133;Te-129;Te-129m;Te-132
OH;Cincinnati;2011-04-21;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
PA;Columbia;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;0.2;;;;;
SC;Columbia;2011-04-08;2011-03-30;Drinking Water;pCi/l;;;;;;;;;;;
PA;Columbia;2011-04-22;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
SC;Columbia;2011-06-01;2011-04-14;Drinking Water;pCi/l;;;;;;;;;;;
OH;Columbus;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
OH;Columbus;2011-04-21;2011-04-13;Drinking Water;pCi/l;;;;;;0.2;;;;;
NH;Concord;2011-04-15;2011-04-07;Drinking Water;pCi/l;;;;;;;;;;;
NH;Concord;2011-04-20;2011-04-12;Drinking Water;pCi/l;;;;;;;;;;;
NH;Concord;2011-06-01;2011-04-18;Drinking Water;pCi/l;;;;;;;;;;;
NH;Concord;2011-06-01;2011-04-25;Drinking Water;pCi/l;;;;;;;;;;;
NH;Concord;2011-04-15;2011-04-07;Drinking Water;pCi/l;;;;;;;;;;;
MD;Conowingo;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
MD;Conowingo;2011-06-01;2011-04-19;Drinking Water;pCi/l;;;;;;;;;;;
CO;Denver;2011-04-08;2011-03-30;Drinking Water;pCi/l;;;;;;0.17;;;;;
CO;Denver;2011-04-22;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
MI;Detroit;2011-04-08;2011-03-31;Drinking Water;pCi/l;;;;;;0.28;;;;;
MI;Detroit;2011-06-01;2011-04-27;Drinking Water;pCi/l;;;;;;;;;;;
AL;Dothan;2011-04-10;2011-04-04;Drinking Water;pCi/l;;;;;;;;;;;
AL;Dothan;2011-06-01;2011-04-29;Drinking Water;pCi/l;;;;;;;;;;;
DE;Dover;2011-04-08;2011-03-28;Drinking Water;pCi/l;;;;;;;;;;;
DE;Dover;2011-06-01;2011-04-13;Drinking Water;pCi/l;;;;;4.1;;;;;;
OH;East Liverpool;2011-04-08;2011-03-30;Drinking Water;pCi/l;;;;;;0.42;;;;;
OH;East Liverpool;2011-06-01;2011-04-14;Drinking Water;pCi/l;;;;;;0.14;;;;;
AK;Fairbanks;2011-04-04;2011-03-28;Drinking Water;pCi/l;;;;;;;;;;;
AK;Fairbanks;2011-04-22;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
MI;Grand Rapids;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
MI;Grand Rapids;2011-06-01;2011-04-21;Drinking Water;pCi/l;;;;;;;;;;;
PA;Harrisburg;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
PA;Harrisburg;2011-06-01;2011-04-14;Drinking Water;pCi/l;;;;;;0.13;;;;;
CT;Hartford;2011-04-13;2011-04-06;Drinking Water;pCi/l;;;;;;;;;;;
CT;Hartford;2011-06-01;2011-04-14;Drinking Water;pCi/l;;;;;;;;;;;
MT;Helena;2011-04-08;2011-03-28;Drinking Water;pCi/l;;;;;;0.18;;;;;
MT;Helena;2011-04-21;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
HI;Honolulu;2011-04-08;2011-03-28;Drinking Water;pCi/l;;;;;;;;;;;
HI;Honolulu;2011-06-01;2011-04-19;Drinking Water;pCi/l;;;;;;;;;;;
ID;Idaho Falls;2011-04-04;2011-03-28;Drinking Water;pCi/l;;;;;;;;;;;
ID;Idaho Falls;2011-06-01;2011-04-15;Drinking Water;pCi/l;;;;;;;;;;;
MS;Jackson;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
MS;Jackson;2011-06-01;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
MO;Jefferson City;2011-04-08;2011-03-28;Drinking Water;pCi/l;;;;;;;;;;;
MO;Jefferson City;2011-04-21;2011-04-12;Drinking Water;pCi/l;;;;;;;;;;;
SC;Jenkinsville;2011-04-08;2011-03-30;Drinking Water;pCi/l;;;;;;;;;;;
SC;Jenkinsville;2011-04-22;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
TN;Knoxville;2011-04-13;2011-04-05;Drinking Water;pCi/l;;;;;;;;;;;
TN;Knoxville;2011-06-01;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
NV;Las Vegas;2011-04-08;2011-03-30;Drinking Water;pCi/l;;;;;;;;;;;
NV;Las Vegas;2011-06-01;2011-04-15;Drinking Water;pCi/l;;;;;;;;;;;
NE;Lincoln;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
NE;Lincoln;2011-04-21;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
AR;Little Rock;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
AR;Little Rock;2011-04-22;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
CA;Los Angeles;2011-04-10;2011-04-04;Drinking Water;pCi/l;;;;;;0.39;;;;;
CA;Los Angeles;2011-06-01;2011-04-12;Drinking Water;pCi/l;;;;;;0.18;;;;;
VA;Lynchburg;2011-04-04;2011-03-28;Drinking Water;pCi/l;;;;;;;;;;;
VA;Lynchburg;2011-04-04;2011-03-28;Drinking Water;pCi/l;;;;;;;;;;;
VA;Lynchburg;2011-04-20;2011-04-11;Drinking Water;pCi/l;;;;;;;;;;;
WI;Madison;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
WI;Madison;2011-04-21;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
FL;Miami;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
AL;Montgomery;2011-05-03;2011-04-01;Drinking Water;pCi/l;;;;;;;;;;;
AL;Montgomery;2011-06-01;2011-04-15;Drinking Water;pCi/l;;;;;;;;;;;
IL;Morris;2011-04-09;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
IL;Morris;2011-06-01;2011-04-19;Drinking Water;pCi/l;;;;;;;;;;;
AL;Muscle Shoals;2011-04-08;2011-03-31;Drinking Water;pCi/l;;;;;;0.16;;;;;
AL;Muscle Shoals;2011-06-01;2011-04-27;Drinking Water;pCi/l;;;;;;;;;;;
LA;New Orleans;2011-04-04;2011-03-28;Drinking Water;pCi/l;;;;;;;;;;;
LA;New Orleans;2011-06-01;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
NY;New York;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
NY;New York;2011-06-01;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
NY;Niagara Falls;2011-04-08;2011-03-31;Drinking Water;pCi/l;;;;;;0.14;;;;;
NY;Niagara Falls;2011-04-21;2011-04-13;Drinking Water;pCi/l;;;;;;0.1;;;;;
TN;Oak Ridge/360;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;0.18;;;;;
TN;Oak Ridge/360;2011-04-22;2011-04-14;Drinking Water;pCi/l;;;;;;;;;;;
TN;Oak Ridge/371;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;0.63;;;;;
TN;Oak Ridge/371;2011-04-22;2011-04-14;Drinking Water;pCi/l;;;;;;;;;;;
TN;Oak Ridge/4442;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;0.28;;;;;
TN;Oak Ridge/4442;2011-04-22;2011-04-14;Drinking Water;pCi/l;;;;;;;;;;;
TN;Oak Ridge/768;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
TN;Oak Ridge/768;2011-04-22;2011-04-14;Drinking Water;pCi/l;;;;;;;;;;;
TN;Oak Ridge/772;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;0.2;;;;;
TN;Oak Ridge/772;2011-06-01;2011-04-14;Drinking Water;pCi/l;;;;;;;;;;;
OK;Oklahoma City;2011-04-08;2011-03-28;Drinking Water;pCi/l;;;;;;;;;;;
OK;Oklahoma City;2011-06-01;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
OH;Painesville;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;0.43;;;;;
OH;Painesville;2011-06-01;2011-04-13;Drinking Water;pCi/l;;;;;;0.22;;;;;
PA;Philadelphia/Baxter;2011-04-09;2011-04-04;Drinking Water;pCi/l;;;;;;0.46;;;;;
PA;Philadelphia/Baxter;2011-04-22;2011-04-14;Drinking Water;pCi/l;;;;;;0.36;;;;;
PA;Philadelphia/Belmont;2011-04-09;2011-04-04;Drinking Water;pCi/l;;;;;;1.3;;;;;
PA;Philadelphia/Belmont;2011-04-22;2011-04-14;Drinking Water;pCi/l;;;;;;1.9;;;;;
PA;Philadelphia/Queen;2011-04-09;2011-04-04;Drinking Water;pCi/l;;;;;;2.2;;;;;
PA;Philadelphia/Queen;2011-04-22;2011-04-14;Drinking Water;pCi/l;;;;;;1.2;;;;;
PA;Pittsburgh;2011-04-08;2011-03-28;Drinking Water;pCi/l;;;;;;0.36;;;;;
PA;Pittsburgh;2011-04-22;2011-04-14;Drinking Water;pCi/l;;;;;;;;;;;
MS;Port Gibson;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
MS;Port Gibson;2011-06-01;2011-04-19;Drinking Water;pCi/l;;;;;;;;;;;
OR;Portland;2011-04-04;2011-03-25;Drinking Water;pCi/l;;;;;;;;;;;
OR;Portland;2011-06-01;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
RI;Providence;2011-04-08;2011-03-30;Drinking Water;pCi/l;;;;;;;;;;;
RI;Providence;2011-06-01;2011-04-15;Drinking Water;pCi/l;;;;;;;;;;;
NC;Raleigh;2011-06-01;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
WA;Richland;2011-04-04;2011-03-28;Drinking Water;pCi/l;;;;;;0.23;;;;;
WA;Richland;2011-04-21;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
CA;Richmond;2011-04-09;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
CA;Richmond;2011-06-01;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
NM;Santa Fe;2011-04-08;2011-03-28;Drinking Water;pCi/l;;;;;;;;;;;
NM;Santa Fe;2011-06-01;2011-04-18;Drinking Water;pCi/l;;;;;;;;;;;
GA;Savannah;2011-04-08;2011-03-28;Drinking Water;pCi/l;;;;;;;;;;;
GA;Savannah;2011-04-21;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
AL;Scottsboro;2011-04-09;2011-03-30;Drinking Water;pCi/l;;;5.6;;;;;;;;
AL;Scottsboro;2011-06-01;2011-04-28;Drinking Water;pCi/l;;;;;;;;;;;
WA;Seattle;2011-04-04;2011-03-28;Drinking Water;pCi/l;;;;;;;;;;;
SC;Seneca;2011-04-10;2011-04-04;Drinking Water;pCi/l;;;;;;;;;;;
SC;Seneca;2011-06-01;2011-04-18;Drinking Water;pCi/l;;;;;;;;;;;
MN;St. Paul;2011-04-08;2011-03-28;Drinking Water;pCi/l;;;;;;;;;;;
MN;St. Paul;2011-04-22;2011-04-13;Drinking Water;pCi/l;;;;;;0.16;;;;;
NY;Syracuse;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
NY;Syracuse;2011-06-01;2011-04-13;Drinking Water;pCi/l;;;;;;;;;;;
FL;Tampa;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
FL;Tampa;2011-06-01;2011-04-18;Drinking Water;pCi/l;;;;;;;;;;;
OH;Toledo;2011-04-08;2011-03-30;Drinking Water;pCi/l;;;;;;;;;;;
KS;Topeka;2011-04-08;2011-03-31;Drinking Water;pCi/l;;;;;;;;;;;
KS;Topeka;2011-04-22;2011-04-14;Drinking Water;pCi/l;;;;;;0.15;;;;;
NJ;Trenton;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;0.38;;;;;
IL;W. Chicago;2011-04-15;2011-04-05;Drinking Water;pCi/l;;;;;;;;;;;
NJ;Waretown;2011-04-08;2011-03-28;Drinking Water;pCi/l;;;;;;0.38;;;;;
NJ;Waretown;2011-06-01;2011-04-19;Drinking Water;pCi/l;;;;;;;;;;;
MN;Welch;2011-04-08;2011-03-29;Drinking Water;pCi/l;;;;;;;;;;;
MN;Welch;2011-06-01;2011-04-14;Drinking Water;pCi/l;;;;;;;;;;;
IL;West Chicago;2011-06-01;2011-04-27;Drinking Water;pCi/l;;;;;;;;;;;
NM;Albuquerque;2011-04-06;2011-03-29;Milk;pCi/l;;;;;;;;;;;
NM;Albuquerque;2011-04-16;2011-04-12;Milk;pCi/l;;;;;;;;;;;
TN;Athens;2011-04-09;2011-03-31;Milk;pCi/l;;;;;;;;;;;
TN;Athens;2011-04-20;2011-04-14;Milk;pCi/l;;;;;;;;;;;
MD;Baltimore;2011-04-08;2011-03-30;Milk;pCi/l;;;;;;;;;;;
MD;Baltimore;2011-04-22;2011-04-15;Milk;pCi/l;;;;;;;;;;;
NY;Buffalo;2011-04-09;2011-04-01;Milk;pCi/l;;;;;;;;;;;
NY;Buffalo;2011-04-20;2011-04-13;Milk;pCi/l;;;;;;;;;;;
WV;Charleston;2011-04-08;2011-03-30;Milk;pCi/l;;;;;;;;;;;
WV;Charleston;2011-04-20;2011-04-13;Milk;pCi/l;;;;;;;;;;;
OH;Cincinnati;2011-04-09;2011-03-28;Milk;pCi/l;;;;;;;;;;;
OH;Cincinnati;2011-04-09;2011-03-31;Milk;pCi/l;;;;;;;;;;;
OH;Cincinnati;2011-04-20;2011-04-13;Milk;pCi/l;;;;;;;;;;;
OH;Cleveland;2011-04-09;2011-03-28;Milk;pCi/l;;;;;;;;;;;
OH;Cleveland;2011-04-09;2011-03-31;Milk;pCi/l;;;;;;;;;;;
OH;Cleveland;2011-04-20;2011-04-14;Milk;pCi/l;;;;;;;;;;;
TX;Dallas;2011-04-09;2011-03-30;Milk;pCi/l;;;;;;;;;;;
TX;Dallas;2011-04-16;2011-04-12;Milk;pCi/l;;;;;;;;;;;
IA;Des Moines;2011-04-02;2011-03-21;Milk;pCi/l;;;;;;;;;;;
IA;Des Moines;2011-04-06;2011-03-29;Milk;pCi/l;;;;;;;;;;;
MI;Detroit;2011-04-06;2011-03-28;Milk;pCi/l;;;;;;;;;;;
DE;Dover;2011-04-09;2011-04-01;Milk;pCi/l;;;;;;;;;;;
MI;E. Lansing;2011-04-20;2011-04-12;Milk;pCi/l;;;;;;;;;;;
CT;Hartford;2011-04-25;2011-04-12;Milk;pCi/l;;;;;;;;;;;
CT;Hartford;2011-04-26;2011-04-20;Milk;pCi/l;;;;;;;;;;;
HI;Hilo;2011-04-10;2011-04-04;Milk;pCi/l;;;24.0;;19.0;18.0;;;;;
HI;Hilo;2011-04-20;2011-04-13;Milk;pCi/l;;;11.0;;10.0;;;;;;
MO;Jefferson City;2011-04-08;2011-03-30;Milk;pCi/l;;;;;;;;;;;
MO;Jefferson City;2011-04-20;2011-04-13;Milk;pCi/l;;;;;;3.0;;;;;
TN;Knoxville;2011-04-09;2011-03-31;Milk;pCi/l;;;;;;;;;;;
TN;Knoxville;2011-04-20;2011-04-14;Milk;pCi/l;;;;;;;;;;;
NV;Las Vegas;2011-04-20;2011-04-13;Milk;pCi/l;;;;;;;;;;;
AR;Little Rock;2011-04-09;2011-03-30;Milk;pCi/l;;;;;;8.9;;;;;
AR;Little Rock;2011-04-20;2011-04-13;Milk;pCi/l;;;;;;;;;;;
CA;Los Angeles;2011-04-06;2011-03-28;Milk;pCi/l;;;;;;2.9;;;;;
CA;Los Angeles;2011-04-20;2011-04-13;Milk;pCi/l;;;;;;4.0;;;;;
KY;Louisville;2011-04-08;2011-03-30;Milk;pCi/l;;;;;;;;;;;
KY;Louisville;2011-04-20;2011-04-13;Milk;pCi/l;;;;;;;;;;;
TN;Memphis;2011-04-16;2011-04-11;Milk;pCi/l;;;;;;4.0;;;;;
VT;Montpelier;2011-04-08;2011-03-30;Milk;pCi/l;;;;;1.9;;;;;;
CA;Oakland;2011-04-20;2011-04-13;Milk;pCi/l;;;2.5;;;3.7;;;;;
AZ;Phoenix;2011-04-06;2011-03-28;Milk;pCi/l;;;;;;3.2;;;;;
AZ;Phoenix;2011-04-09;2011-03-29;Milk;pCi/l;;;;;;;;;;;
PA;Pittsburgh;2011-04-09;2011-03-31;Milk;pCi/l;;;;;;;;;;;
PA;Pittsburgh;2011-04-16;2011-04-05;Milk;pCi/l;;;;;;;;;;;
FL;Plant City;2011-04-08;2011-03-30;Milk;pCi/l;;;;;;;;;;;
FL;Plant City;2011-04-20;2011-04-13;Milk;pCi/l;;;;;;;;;;;
OR;Portland;2011-04-06;2011-03-28;Milk;pCi/l;;;;;;;;;;;
OR;Portland;2011-04-20;2011-04-13;Milk;pCi/l;;;;;;;;;;;
NV;Reno;2011-04-13;2011-03-31;Milk;pCi/l;;;;;;;;;;;
NV;Reno;2011-04-10;2011-04-04;Milk;pCi/l;;;;;;;;;;;
NV;Reno;2011-04-25;2011-04-18;Milk;pCi/l;;;;;;;;;;;
TX;San Antonio;2011-04-08;2011-03-30;Milk;pCi/l;;;;;;;;;;;
TX;San Antonio;2011-04-26;2011-04-19;Milk;pCi/l;;;;;;;;;;;
CA;San Francisco;2011-04-06;2011-03-28;Milk;pCi/l;;;;;;;;;;;
WA;Spokane;2011-04-04;2011-03-21;Milk;pCi/l;;;;;;;;;;;
WA;Spokane;2011-04-02;2011-03-25;Milk;pCi/l;;;;;;0.77;;;;;
WA;Spokane;2011-04-16;2011-04-12;Milk;pCi/l;;;;;;;;;;;
NY;Syracuse;2011-04-08;2011-03-29;Milk;pCi/l;;;;;;;;;;;
NY;Syracuse;2011-04-20;2011-04-13;Milk;pCi/l;;;;;;;;;;;
WA;Tacoma;2011-04-04;2011-03-24;Milk;pCi/l;;;;;;;;;;;
WA;Tacoma;2011-05-03;2011-04-24;Milk;pCi/l;;;;;;;;;;;
NJ;Trenton;2011-04-09;2011-03-31;Milk;pCi/l;;;;;;;;;;;
NJ;Trenton;2011-04-22;2011-04-15;Milk;pCi/l;;;;;;;;;;;
KS;Wichita;2011-04-08;2011-03-29;Milk;pCi/l;;;;;;;;;;;
KS;Wichita;2011-04-20;2011-04-12;Milk;pCi/l;;;;;;;;;;;
DE;Wilmington;2011-04-25;2011-04-18;Milk;pCi/l;;;;;;;;;;;
NY;Albany;2011-04-04;2011-03-16;Precipitation;pCi/l;;;;;;;;;;;
NY;Albany;2011-04-04;2011-03-23;Precipitation;pCi/l;;;;;;30.0;;;;;
NY;Albany;2011-04-20;2011-04-11;Precipitation;pCi/l;;;;;;3.9;;;;;
NY;Albany;2011-05-03;2011-04-19;Precipitation;pCi/l;;;;;;;;;;;
NY;Albany;2011-04-15;2011-04-05;Precipitation;pCi/l;;;;;;22.0;;;;;
GA;Atlanta;2011-04-04;2011-03-17;Precipitation;pCi/l;;;;;;;;;;;
GA;Atlanta;2011-04-15;2011-03-31;Precipitation;pCi/l;;;;;;17.0;;;;;
TX;Austin;2011-04-22;2011-04-12;Precipitation;pCi/l;;;;;;;;;;;
ID;Boise;2011-04-04;2011-03-22;Precipitation;pCi/l;;;11.2;;11.6;242.0;;;;;
ID;Boise;2011-04-08;2011-03-27;Precipitation;pCi/l;;;42.0;;36.0;390.0;;;;;
MA;Boston;2011-04-04;2011-03-18;Precipitation;pCi/l;;;;;;;;;;;
MA;Boston;2011-04-08;2011-03-22;Precipitation;pCi/l;;;;;;92.0;;;;;
MA;Boston;2011-04-13;2011-04-04;Precipitation;pCi/l;;;;;;15.0;;;;;
MA;Boston;2011-04-13;2011-04-05;Precipitation;pCi/l;;;;;;20.0;;;;;
MA;Boston;2011-04-15;2011-04-06;Precipitation;pCi/l;;;;;;9.8;;;;;
MA;Boston;2011-05-03;2011-04-19;Precipitation;pCi/l;;;;;;;;;;;
MA;Boston;2011-05-03;2011-04-20;Precipitation;pCi/l;;;;;;7.2;;;;;
NC;Charlotte;2011-04-13;2011-03-29;Precipitation;pCi/l;;;;;;45.0;;;;;
NC;Charlotte;2011-04-13;2011-04-01;Precipitation;pCi/l;;;;;;15.0;;;;;
NC;Charlotte;2011-04-13;2011-04-05;Precipitation;pCi/l;;;;;;4.4;;;;;
NC;Charlotte;2011-04-22;2011-04-12;Precipitation;pCi/l;;;;;;2.8;;;;;
NC;Charlotte;2011-05-03;2011-04-19;Precipitation;pCi/l;;;;;;;;;;;
NH;Concord;2011-04-13;2011-03-24;Precipitation;pCi/l;;;;;;24.0;;;;;
NH;Concord;2011-04-15;2011-04-05;Precipitation;pCi/l;;;;;;47.0;;;;;
NH;Concord;2011-05-03;2011-04-14;Precipitation;pCi/l;;;;;;;;;;;
CO;Denver;2011-04-13;2011-04-04;Precipitation;pCi/l;;;;;;43.0;;;;;
Guam;Guam;2011-04-15;2011-03-30;Precipitation;pCi/l;;;;;;;;;;;
Guam;Guam;2011-04-15;2011-04-01;Precipitation;pCi/l;;;;;;;;;;;
Guam;Guam;2011-04-15;2011-04-02;Precipitation;pCi/l;;;;;;;;;;;
Guam;Guam;2011-05-03;2011-04-20;Precipitation;pCi/l;;;;;;;;;;;
PA;Harrisburg;2011-04-15;2011-03-31;Precipitation;pCi/l;;;;;;5.9;;;;;
CT;Hartford;2011-04-04;2011-03-18;Precipitation;pCi/l;;;;;;;;;;;
CT;Hartford;2011-04-04;2011-03-18;Precipitation;pCi/l;;;;;;;;;;;
CT;Hartford;2011-04-04;2011-03-25;Precipitation;pCi/l;;;;;;26.0;;;;;
CT;Hartford;2011-04-13;2011-04-04;Precipitation;pCi/l;;;;;;19.0;;;;;
CT;Hartford;2011-04-15;2011-04-08;Precipitation;pCi/l;;;;;;12.0;;;;;
HI;Honolulu;2011-04-15;2011-04-07;Precipitation;pCi/l;;;;;;2.2;;;;;
ID;Idaho Falls;2011-04-15;2011-04-01;Precipitation;pCi/l;;;;;;32.0;;;;;
FL;Jacksonville;2011-04-13;2011-03-31;Precipitation;pCi/l;;;1.4;;;150.0;;;;;
FL;Jacksonville;2011-04-13;2011-04-04;Precipitation;pCi/l;;;;;;22.0;;;;;
FL;Jacksonville;2011-04-15;2011-04-07;Precipitation;pCi/l;;;;;;;;;;;
KS;Kansas City;2011-04-04;2011-03-21;Precipitation;pCi/l;;;;;;;;;;;
KS;Kansas City;2011-04-13;2011-03-29;Precipitation;pCi/l;;;;;;200.0;;;;;
KS;Kansas City;2011-04-13;2011-04-04;Precipitation;pCi/l;;;;;;18.0;;;;;
KS;Kansas City;2011-05-03;2011-04-22;Precipitation;pCi/l;;;;;;;;;;;
TN;Knoxville;2011-04-10;2011-03-28;Precipitation;pCi/l;;;;;;3.1;;;;;
TN;Knoxville;2011-04-13;2011-04-01;Precipitation;pCi/l;;;;;;26.0;;;;;
TN;Knoxville;2011-04-13;2011-04-05;Precipitation;pCi/l;;;;;;;;;;;
MI;Lansing;2011-04-13;2011-04-04;Precipitation;pCi/l;;;;;1.2;21.0;;;;;
MI;Lansing;2011-05-03;2011-04-18;Precipitation;pCi/l;;;;;;;;;;;
AR;Little Rock;2011-04-13;2011-03-28;Precipitation;pCi/l;;;;;;44.0;;;;;
AR;Little Rock;2011-04-15;2011-04-05;Precipitation;pCi/l;;;;;;6.4;;;;;
AR;Little Rock;2011-04-22;2011-04-11;Precipitation;pCi/l;;;;;;;;;;;
AR;Little Rock;2011-05-03;2011-04-18;Precipitation;pCi/l;;;;;;;;;;;
AR;Little Rock;2011-05-03;2011-04-21;Precipitation;pCi/l;;;;;;;;;;;
VA;Lynchburg;2011-04-13;2011-04-01;Precipitation;pCi/l;;;;;;9.3;;;;;
AL;Montgomery;2011-04-04;2011-03-21;Precipitation;pCi/l;;;;;;;;;;;
AL;Montgomery;2011-04-04;2011-03-24;Precipitation;pCi/l;;;;;;16.7;;;;;
AL;Montgomery;2011-04-08;2011-03-30;Precipitation;pCi/l;;;;;;3.7;;;;;
AL;Montgomery;2011-04-13;2011-04-06;Precipitation;pCi/l;;;;;;;;;;;
TN;Nashville;2011-04-13;2011-03-15;Precipitation;pCi/l;;;;;;;;;;;
TN;Nashville;2011-04-13;2011-03-28;Precipitation;pCi/l;;;;;;72.0;;;;;
TN;Nashville;2011-04-13;2011-03-31;Precipitation;pCi/l;;;;;;19.0;;;;;
TN;Nashville;2011-05-03;2011-04-19;Precipitation;pCi/l;;;;;;;;;;;
TN;Nashville;2011-04-20;2011-04-06;Precipitation;pCi/l;;;;;;5.3;;;;;
TN;Oak Ridge/K-12;2011-04-04;2011-03-17;Precipitation;pCi/l;;;;;;;;;;;
TN;Oak Ridge/K-12;2011-04-04;2011-03-24;Precipitation;pCi/l;;;;;;17.7;;;;;
TN;Oak Ridge/K-25;2011-04-13;2011-03-31;Precipitation;pCi/l;;;;;1.2;19.0;;;;;
TN;Oak Ridge/K-25;2011-04-13;2011-04-04;Precipitation;pCi/l;;;;;;40.0;;;;;
TN;Oak Ridge/K-25;2011-04-15;2011-04-07;Precipitation;pCi/l;;;;;;;;;;;
TN;Oak Ridge/Melton;2011-04-04;2011-03-17;Precipitation;pCi/l;;;;;;;;;;;
TN;Oak Ridge/Melton;2011-04-04;2011-03-24;Precipitation;pCi/l;;;;;;18.3;;;;;
TN;Oak Ridge/Melton;2011-04-10;2011-03-28;Precipitation;pCi/l;;;1.3;;1.4;81.0;;;;;
TN;Oak Ridge/Melton;2011-04-13;2011-03-31;Precipitation;pCi/l;;;;;0.87;21.0;;;;;
TN;Oak Ridge/Melton;2011-04-15;2011-04-07;Precipitation;pCi/l;;;;;;3.7;;;;;
TN;Oak Ridge/Y-12;2011-04-04;2011-03-24;Precipitation;pCi/l;;;;;;13.4;;;;;
TN;Oak Ridge/Y-12;2011-04-10;2011-03-28;Precipitation;pCi/l;;;;;;;;;;;
TN;Oak Ridge/Y-12;2011-04-13;2011-04-04;Precipitation;pCi/l;;;;;2.1;54.0;;;;;
TN;Oak Ridge/Y-12;2011-04-15;2011-04-07;Precipitation;pCi/l;;;;;;2.1;;;;;
TN;Oak Ridge/Y-12;2011-04-13;2011-03-31;Precipitation;pCi/l;;;1.3;;1.4;20.0;;;;;
WA;Olympia;2011-04-04;2011-03-17;Precipitation;pCi/l;;;;;;;;;;;
WA;Olympia;2011-04-04;2011-03-24;Precipitation;pCi/l;;;;;;125.0;;;;;
WA;Olympia;2011-04-13;2011-03-29;Precipitation;pCi/l;;;;;;37.0;;;;;
WA;Olympia;2011-04-13;2011-03-31;Precipitation;pCi/l;;;;;;6.7;;;;;
WA;Olympia;2011-04-13;2011-04-04;Precipitation;pCi/l;;;;;;12.0;;;;;
WA;Olympia;2011-04-15;2011-04-07;Precipitation;pCi/l;;;;;;7.4;;;;;
WA;Olympia;2011-05-03;2011-04-18;Precipitation;pCi/l;;;;;;;;;;;
WA;Olympia;2011-05-24;2011-04-25;Precipitation;pCi/l;;;;;;1.7;;;;;
WA;Olympia;2011-05-24;2011-04-28;Precipitation;pCi/l;;;;;;;;;;;
OH;Painesville;2011-04-04;2011-03-15;Precipitation;pCi/l;;;;;;;;;;;
OH;Painesville;2011-04-04;2011-03-25;Precipitation;pCi/l;;;;;;46.8;;;;;
OH;Painesville;2011-04-13;2011-04-05;Precipitation;pCi/l;;;;;;6.0;;;;;
OR;Portland;2011-04-04;2011-03-25;Precipitation;pCi/l;;;;;;86.8;;;;;
CA;Richmond;2011-04-04;2011-03-15;Precipitation;pCi/l;;;;;;;;;;;
CA;Richmond;2011-04-04;2011-03-22;Precipitation;pCi/l;;;;;;138.0;;;;;5.96
CA;Richmond;2011-04-04;2011-03-22;Precipitation;pCi/l;;;;;;138.0;;;;;5.96
